pre,post,diff,joint_pre,joint_post,joint_diff
1.0,0.7588888888888888,0.24111111111111116,1.0,0.7655555555555555,0.23444444444444446
1.0,0.9311111111111111,0.06888888888888889,1.0,0.9316666666666666,0.06833333333333336
1.0,0.9977777777777779,0.0022222222222221255,1.0,0.9977777777777779,0.0022222222222221255
1.0,0.9077777777777777,0.09222222222222232,1.0,0.9083333333333333,0.09166666666666667
1.0,0.8544444444444443,0.14555555555555566,1.0,0.8544444444444443,0.14555555555555566
1.0,0.86,0.14,1.0,0.8872222222222222,0.11277777777777775
1.0,0.8627777777777779,0.13722222222222213,1.0,0.8722222222222222,0.12777777777777777
1.0,0.9516666666666667,0.04833333333333334,1.0,0.9516666666666667,0.04833333333333334
1.0,0.8516666666666666,0.14833333333333343,1.0,0.8522222222222222,0.14777777777777779
1.0,0.9538888888888889,0.0461111111111111,1.0,0.9544444444444444,0.04555555555555557
1.0,0.9177777777777778,0.0822222222222222,1.0,0.9166666666666666,0.08333333333333337
1.0,0.8127777777777778,0.18722222222222218,1.0,0.8127777777777778,0.18722222222222218
1.0,0.9272222222222222,0.07277777777777783,1.0,0.9288888888888889,0.07111111111111112
1.0,0.9,0.09999999999999998,1.0,0.9,0.09999999999999998
1.0,0.8877777777777778,0.11222222222222222,1.0,0.8877777777777778,0.11222222222222222
1.0,0.9933333333333333,0.00666666666666671,1.0,0.9877777777777778,0.012222222222222245
1.0,0.9266666666666666,0.07333333333333336,1.0,0.9316666666666666,0.06833333333333336
1.0,0.9127777777777778,0.0872222222222222,1.0,0.9144444444444444,0.0855555555555556
0.9916666666666667,0.8788888888888888,0.11277777777777787,0.9922222222222222,0.8772222222222223,0.11499999999999988
1.0,0.9450000000000001,0.05499999999999994,1.0,0.94,0.06000000000000005
1.0,0.8916666666666667,0.10833333333333328,1.0,0.89,0.10999999999999999
