source,precision,precision,recall,recall,f1-score,f1-score,support,support,source,source
,mean,std,mean,std,mean,std,mean,std,mean,std
1,1.0,0.0,1.0,0.0,1.0,0.0,65.75,29.13883025400005,1.0,0.0
2,1.0,0.0,1.0,0.0,1.0,0.0,80.5,18.00396781664689,2.0,0.0
3,0.9942748091603053,0.016193285065340776,1.0,0.0,0.9969262295081966,0.00869393583426088,74.08333333333333,14.808566804172877,3.0,0.0
4,1.0,0.0,1.0,0.0,1.0,0.0,74.75,10.403467828428312,4.0,0.0
5,1.0,0.0,0.9966666666666667,0.009428090415820623,0.9982142857142857,0.00505076272276103,71.525,10.395569111061558,5.0,0.0
6,1.0,0.0,1.0,0.0,1.0,0.0,75.95833333333333,11.013249596130413,6.0,0.0
7,1.0,0.0,1.0,0.0,1.0,0.0,74.73214285714286,7.128327058099277,7.0,0.0
8,1.0,0.0,1.0,0.0,1.0,0.0,81.09375,5.9472194883707745,8.0,0.0
