source,precision,precision,recall,recall,f1-score,f1-score,support,support,source,source
,mean,std,mean,std,mean,std,mean,std,mean,std
1,1.0,0.0,1.0,0.0,1.0,0.0,84.25,29.138830254000048,1.0,0.0
2,1.0,0.0,1.0,0.0,1.0,0.0,69.5,18.00396781664689,2.0,0.0
3,1.0,0.0,0.9797297297297297,0.05733298225836871,0.9866071428571428,0.03788072042070793,75.91666666666667,14.808566804172873,3.0,0.0
4,1.0,0.0,1.0,0.0,1.0,0.0,75.25,10.403467828428312,4.0,0.0
5,0.9958333333333333,0.011785113019775757,1.0,0.0,0.9977272727272728,0.006428243465332251,78.475,10.395569111061558,5.0,0.0
6,1.0,0.0,1.0,0.0,1.0,0.0,74.04166666666667,11.013249596130409,6.0,0.0
7,1.0,0.0,1.0,0.0,1.0,0.0,75.26785714285714,7.128327058099277,7.0,0.0
8,1.0,0.0,1.0,0.0,1.0,0.0,68.90625,5.9472194883707745,8.0,0.0
