source,precision,precision,recall,recall,f1-score,f1-score,support,support,source,source
,mean,std,mean,std,mean,std,mean,std,mean,std
1,0.225,0.31822423959633667,0.375,0.5175491695067657,0.2791561500067724,0.3891928193036866,65.75,29.13883025400005,1.0,0.0
2,0.39437360178970915,0.22215143199585477,0.625,0.3535533905932738,0.47934357658721305,0.2672353734153289,80.5,18.00396781664689,2.0,0.0
3,0.3281916480238628,0.2112346548226577,0.37553342816500707,0.21352327181302405,0.2959921504475988,0.18414424712776073,74.08333333333333,14.808566804172877,3.0,0.0
4,0.2705201342281879,0.20293585742526782,0.46875,0.3390506704651344,0.34154967437953837,0.2521228772926018,74.75,10.403467828428312,4.0,0.0
5,0.331582774049217,0.131849933147262,0.5253289473684211,0.18338125640272426,0.384959165591937,0.1389753903356785,71.525,10.395569111061558,5.0,0.0
6,0.3118055555555555,0.12515942214783893,0.5,0.1781741612749496,0.38154731356125665,0.1441284010561094,75.95833333333333,11.013249596130413,6.0,0.0
7,0.26946388622563117,0.062024699750991195,0.42857142857142855,0.13226001425322162,0.32823433017673614,0.08379413768209608,74.73214285714286,7.128327058099277,7.0,0.0
8,0.3739031040268456,0.06870226191445788,0.5774915540540541,0.09329480302903724,0.4516966213133428,0.07809411781090854,81.09375,5.9472194883707745,8.0,0.0
