pre,post,diff,joint_pre,joint_post,joint_diff
1.0,1.0,0.0,1.0,1.0,0.0
1.0,1.0,0.0,1.0,1.0,0.0
1.0,1.0,0.0,1.0,1.0,0.0
1.0,1.0,0.0,1.0,1.0,0.0
1.0,0.9733333333333334,0.026666666666666616,1.0,0.9733333333333334,0.026666666666666616
1.0,0.9244444444444444,0.0755555555555556,1.0,0.9477777777777778,0.05222222222222217
1.0,0.95,0.050000000000000044,1.0,0.95,0.050000000000000044
1.0,1.0,0.0,1.0,1.0,0.0
1.0,1.0,0.0,1.0,1.0,0.0
1.0,0.9055555555555556,0.09444444444444444,1.0,0.9055555555555556,0.09444444444444444
1.0,0.8511111111111112,0.14888888888888885,1.0,0.8511111111111112,0.14888888888888885
1.0,1.0,0.0,1.0,1.0,0.0
1.0,0.9055555555555556,0.09444444444444444,1.0,0.9077777777777778,0.0922222222222222
1.0,1.0,0.0,1.0,1.0,0.0
1.0,0.95,0.050000000000000044,1.0,0.9511111111111111,0.04888888888888887
1.0,0.9655555555555555,0.0344444444444445,1.0,0.971111111111111,0.028888888888888964
1.0,0.7722222222222221,0.22777777777777786,1.0,0.8133333333333334,0.18666666666666665
1.0,0.9833333333333334,0.016666666666666607,1.0,0.9866666666666667,0.013333333333333308
1.0,0.9166666666666667,0.08333333333333326,1.0,0.9099999999999999,0.09000000000000008
1.0,0.9777777777777779,0.022222222222222143,1.0,0.9777777777777779,0.022222222222222143
1.0,1.0,0.0,1.0,1.0,0.0
