pre,post,diff,joint_pre,joint_post,joint_diff
1.0,1.0,0.0,1.0,1.0,0.0
1.0,0.8922222222222222,0.10777777777777775,1.0,0.8922222222222222,0.10777777777777775
1.0,0.7788888888888889,0.22111111111111115,1.0,0.7777777777777777,0.22222222222222232
1.0,0.8422222222222222,0.1577777777777778,1.0,0.8577777777777778,0.14222222222222225
1.0,0.9344444444444444,0.06555555555555559,1.0,0.9322222222222223,0.06777777777777771
1.0,0.9388888888888889,0.061111111111111116,1.0,0.9388888888888889,0.061111111111111116
1.0,0.9633333333333334,0.036666666666666625,1.0,0.9633333333333334,0.036666666666666625
1.0,0.7966666666666666,0.20333333333333337,1.0,0.7933333333333333,0.20666666666666667
1.0,0.9477777777777778,0.05222222222222217,1.0,0.9455555555555555,0.05444444444444452
1.0,0.7877777777777778,0.2122222222222222,1.0,0.7644444444444445,0.23555555555555552
1.0,0.5611111111111111,0.4388888888888889,1.0,0.5611111111111111,0.4388888888888889
1.0,0.9477777777777778,0.05222222222222217,1.0,0.9455555555555556,0.054444444444444406
1.0,0.9766666666666667,0.023333333333333317,1.0,0.9833333333333334,0.016666666666666607
1.0,0.981111111111111,0.018888888888888955,1.0,0.9644444444444444,0.03555555555555556
1.0,0.8866666666666667,0.11333333333333329,1.0,0.8888888888888888,0.11111111111111116
1.0,0.7066666666666667,0.29333333333333333,1.0,0.7355555555555555,0.2644444444444445
1.0,0.8655555555555556,0.13444444444444437,1.0,0.8444444444444444,0.15555555555555556
1.0,1.0,0.0,1.0,1.0,0.0
1.0,0.9188888888888889,0.08111111111111113,1.0,0.9188888888888889,0.08111111111111113
1.0,0.5522222222222222,0.44777777777777783,1.0,0.5444444444444445,0.4555555555555555
1.0,0.9144444444444444,0.0855555555555556,1.0,0.9288888888888889,0.07111111111111112
